rooms,size,level,max_levels,price,district_Мирабадский,district_Мирзо-Улугбекский,district_Олмазорский,district_Сергелийский,district_Учтепинский,district_Чиланзарский,district_Шайхантахурский,district_Юнусабадский,district_Яккасарайский,district_Янгихаётский,district_Яшнободский
3,120.0,2,8,160000.0,0,0,0,0,0,1,0,0,0,0,0
4,97.0,4,9,95600.0,0,1,0,0,0,0,0,0,0,0,0
5,110.0,5,9,140000.0,1,0,0,0,0,0,0,0,0,0,0
3,72.0,9,9,40000.0,0,0,0,0,1,0,0,0,0,0,0
3,94.0,16,23,118000.0,0,1,0,0,0,0,0,0,0,0,0
2,115.0,7,8,160000.0,1,0,0,0,0,0,0,0,0,0,0
2,45.0,1,4,40000.0,0,0,0,0,0,0,0,0,1,0,0
2,97.0,6,8,155000.0,1,0,0,0,0,0,0,0,0,0,0
4,100.0,1,4,87000.0,0,0,0,1,0,0,0,0,0,0,0
3,41.0,5,5,45000.0,0,1,0,0,0,0,0,0,0,0,0
4,60.0,4,4,75000.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,1,4,48000.0,0,0,0,0,0,1,0,0,0,0,0
3,88.0,5,5,55000.0,1,0,0,0,0,0,0,0,0,0,0
3,110.0,2,8,169000.0,1,0,0,0,0,0,0,0,0,0,0
3,70.0,3,4,55000.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,2,4,90000.0,0,0,0,0,0,0,0,1,0,0,0
3,73.0,2,5,55000.0,0,0,1,0,0,0,0,0,0,0,0
2,67.0,3,4,42200.0,0,1,0,0,0,0,0,0,0,0,0
4,100.0,2,4,95000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,6,9,59500.0,1,0,0,0,0,0,0,0,0,0,0
2,51.0,1,5,43500.0,0,0,0,0,1,0,0,0,0,0,0
2,55.0,2,4,26300.0,1,0,0,0,0,0,0,0,0,0,0
1,70.0,6,7,57500.0,0,0,0,0,0,0,1,0,0,0,0
3,68.0,4,4,47000.0,0,1,0,0,0,0,0,0,0,0,0
3,101.0,3,7,105000.0,0,0,0,0,0,0,1,0,0,0,0
2,50.0,3,12,42000.0,0,0,0,0,0,0,0,0,1,0,0
1,40.0,4,4,46500.0,1,0,0,0,0,0,0,0,0,0,0
3,75.0,4,5,47000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,8,9,85000.0,1,0,0,0,0,0,0,0,0,0,0
3,86.0,5,9,75000.0,0,0,0,0,0,0,0,0,0,0,1
2,60.0,3,4,102000.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,4,9,55000.0,0,0,0,0,0,0,0,0,0,0,1
4,125.0,3,9,210000.0,0,0,0,0,0,1,0,0,0,0,0
3,114.0,2,9,160000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,4,4,27700.0,0,0,0,0,0,1,0,0,0,0,0
3,90.0,12,12,37000.0,0,0,0,0,0,0,1,0,0,0,0
3,70.0,4,4,61000.0,0,1,0,0,0,0,0,0,0,0,0
4,100.0,2,9,57000.0,0,0,1,0,0,0,0,0,0,0,0
3,79.3,13,16,38448.0,0,0,0,1,0,0,0,0,0,0,0
3,91.0,3,5,51000.0,0,1,0,0,0,0,0,0,0,0,0
3,80.0,4,4,50000.0,0,0,0,0,1,0,0,0,0,0,0
2,55.0,7,7,57000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,5,9,57000.0,0,0,0,0,0,1,0,0,0,0,0
2,45.0,6,9,58000.0,1,0,0,0,0,0,0,0,0,0,0
2,90.0,2,9,51000.0,0,1,0,0,0,0,0,0,0,0,0
2,52.0,2,4,41500.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,4,4,42000.0,0,0,0,0,0,1,0,0,0,0,0
2,45.0,2,4,32000.0,0,0,0,0,0,1,0,0,0,0,0
3,56.0,4,4,28100.0,0,0,0,0,0,0,0,0,0,0,0
3,78.0,4,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,6,9,34000.0,0,1,0,0,0,0,0,0,0,0,0
4,90.0,6,9,73000.0,1,0,0,0,0,0,0,0,0,0,0
3,73.0,5,5,52000.0,0,1,0,0,0,0,0,0,0,0,0
1,20.0,3,4,12100.0,0,1,0,0,0,0,0,0,0,0,0
2,42.0,4,5,28500.0,0,0,0,0,1,0,0,0,0,0,0
3,105.0,7,9,125000.0,1,0,0,0,0,0,0,0,0,0,0
2,42.0,2,5,33500.0,0,1,0,0,0,0,0,0,0,0,0
2,30.0,1,4,26100.0,0,0,0,0,0,0,0,0,0,0,0
2,55.0,5,5,35000.0,1,0,0,0,0,0,0,0,0,0,0
2,50.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,55.0,4,4,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,4,4,33500.0,0,0,0,0,0,0,0,1,0,0,0
4,130.0,2,3,106000.0,0,0,0,0,0,0,1,0,0,0,0
1,45.0,4,4,26000.0,0,0,0,0,0,0,0,1,0,0,0
1,42.0,1,4,26500.0,0,1,0,0,0,0,0,0,0,0,0
2,64.0,1,5,42000.0,0,0,0,0,0,0,0,0,1,0,0
2,42.0,8,9,29999.0,0,0,0,0,0,0,1,0,0,0,0
2,50.0,2,4,45000.0,0,0,0,0,0,1,0,0,0,0,0
2,30.0,7,9,21500.0,0,0,0,0,0,0,0,0,0,0,1
2,45.0,1,4,39000.0,0,0,0,0,0,1,0,0,0,0,0
1,24.0,1,4,19000.0,0,1,0,0,0,0,0,0,0,0,0
2,49.0,5,9,23000.0,0,0,0,0,0,0,0,0,1,0,0
5,116.0,4,9,72000.0,0,0,0,0,0,0,0,0,1,0,0
2,40.0,4,4,30000.0,0,0,0,0,0,1,0,0,0,0,0
1,49.0,3,12,33500.0,0,0,0,0,0,1,0,0,0,0,0
2,45.0,4,4,35500.0,0,0,0,0,0,1,0,0,0,0,0
4,215.0,7,9,185000.0,0,0,0,0,0,0,0,1,0,0,0
3,93.0,5,7,75000.0,0,0,0,0,0,0,0,0,1,0,0
3,91.0,3,4,73000.0,0,0,0,0,0,0,0,0,1,0,0
1,22.0,4,4,19000.0,0,1,0,0,0,0,0,0,0,0,0
6,130.0,7,9,56000.0,0,0,0,0,0,0,1,0,0,0,0
4,95.13,8,9,68000.0,0,0,0,0,0,0,0,1,0,0,0
2,55.0,4,5,54000.0,0,0,0,0,0,0,0,0,0,0,1
2,59.8,16,16,27288.0,0,0,0,1,0,0,0,0,0,0,0
2,94.0,1,5,32000.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,3,3,66000.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,4,4,63000.0,0,0,0,0,0,0,0,1,0,0,0
4,105.0,4,4,160000.0,0,0,0,0,0,0,0,1,0,0,0
2,56.0,7,12,36500.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,4,4,64000.0,0,1,0,0,0,0,0,0,0,0,0
3,82.0,4,4,88000.0,0,1,0,0,0,0,0,0,0,0,0
3,110.0,4,6,295000.0,0,0,0,0,0,0,0,0,1,0,0
2,55.0,2,5,55000.0,0,0,0,0,0,0,1,0,0,0,0
3,72.0,2,4,63000.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,4,4,81000.0,0,1,0,0,0,0,0,0,0,0,0
2,115.0,7,8,160000.0,1,0,0,0,0,0,0,0,0,0,0
2,97.0,6,8,155000.0,1,0,0,0,0,0,0,0,0,0,0
4,96.0,2,4,58000.0,0,0,0,0,0,1,0,0,0,0,0
3,78.0,6,9,44500.0,0,0,0,0,0,1,0,0,0,0,0
2,58.0,4,4,33000.0,0,1,0,0,0,0,0,0,0,0,0
3,65.0,3,4,54000.0,0,0,0,0,0,0,1,0,0,0,0
2,57.0,7,9,29000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,8,9,38000.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,5,9,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,4,4,28700.0,0,1,0,0,0,0,0,0,0,0,0
1,55.0,2,9,61000.0,1,0,0,0,0,0,0,0,0,0,0
3,45.0,2,5,28000.0,0,0,0,0,0,0,1,0,0,0,0
3,70.0,3,4,67000.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,4,4,35500.0,0,1,0,0,0,0,0,0,0,0,0
3,85.0,5,9,74000.0,1,0,0,0,0,0,0,0,0,0,0
3,80.0,1,9,100000.0,1,0,0,0,0,0,0,0,0,0,0
3,68.0,3,4,68000.0,0,0,0,0,0,0,0,1,0,0,0
6,154.0,4,5,129500.0,0,0,0,0,0,0,1,0,0,0,0
4,82.0,1,4,86000.0,0,0,0,0,0,0,0,1,0,0,0
3,75.0,2,9,74000.0,1,0,0,0,0,0,0,0,0,0,0
3,100.0,5,5,100000.0,0,0,0,0,0,0,0,0,1,0,0
3,78.0,4,4,56000.0,0,0,0,0,0,0,0,1,0,0,0
1,26.0,1,4,22000.0,0,0,0,0,0,0,0,0,0,0,1
1,36.0,3,4,25500.0,0,0,0,0,1,0,0,0,0,0,0
3,91.0,3,3,85000.0,0,0,1,0,0,0,0,0,0,0,0
3,65.0,4,4,53500.0,0,0,0,0,0,0,0,1,0,0,0
3,103.0,4,4,160000.0,0,0,0,0,0,1,0,0,0,0,0
5,183.5,4,5,203000.0,0,0,0,0,0,0,0,1,0,0,0
3,75.0,1,4,60000.0,0,0,0,0,0,1,0,0,0,0,0
1,67.0,8,9,42500.0,0,0,0,0,0,0,0,1,0,0,0
4,94.0,1,9,66000.0,0,0,0,0,0,0,0,1,0,0,0
4,130.0,1,5,155000.0,0,0,0,0,0,0,0,0,0,0,1
2,60.0,5,9,45000.0,0,0,0,0,0,0,1,0,0,0,0
3,75.0,4,4,70000.0,1,0,0,0,0,0,0,0,0,0,0
3,106.0,1,4,120000.0,1,0,0,0,0,0,0,0,0,0,0
3,90.0,3,4,125000.0,1,0,0,0,0,0,0,0,0,0,0
4,98.0,2,7,65000.0,0,0,0,1,0,0,0,0,0,0,0
2,49.0,3,4,34500.0,0,0,0,0,1,0,0,0,0,0,0
3,80.0,4,4,90000.0,0,1,0,0,0,0,0,0,0,0,0
2,48.0,5,9,23000.0,0,0,0,0,0,0,0,0,1,0,0
3,73.0,9,9,45000.0,0,1,0,0,0,0,0,0,0,0,0
4,125.0,6,9,250000.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,2,5,66000.0,0,1,0,0,0,0,0,0,0,0,0
3,114.0,2,9,160000.0,0,0,0,0,0,1,0,0,0,0,0
2,48.0,1,4,38000.0,0,0,0,0,0,0,0,0,1,0,0
1,39.0,3,4,25000.0,0,0,0,0,1,0,0,0,0,0,0
3,75.0,2,9,52000.0,0,0,0,0,0,0,1,0,0,0,0
3,94.0,16,23,118000.0,0,1,0,0,0,0,0,0,0,0,0
3,110.0,2,8,169000.0,1,0,0,0,0,0,0,0,0,0,0
2,72.0,5,16,72000.0,0,0,0,0,0,0,0,0,1,0,0
3,90.0,2,9,51000.0,0,1,0,0,0,0,0,0,0,0,0
3,78.0,3,5,51000.0,0,0,0,0,0,0,1,0,0,0,0
3,75.0,5,5,38000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,1,4,30000.0,0,1,0,0,0,0,0,0,0,0,0
2,65.0,1,4,34500.0,0,0,0,0,0,0,0,1,0,0,0
2,40.0,1,3,26000.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,4,5,68000.0,0,0,0,0,0,0,0,0,1,0,0
3,78.0,4,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
3,64.0,7,9,58000.0,0,0,1,0,0,0,0,0,0,0,0
2,48.0,1,4,31000.0,0,1,0,0,0,0,0,0,0,0,0
1,41.0,3,4,25800.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,4,5,28500.0,0,0,0,0,1,0,0,0,0,0,0
3,80.0,2,4,72000.0,0,0,0,0,0,0,1,0,0,0,0
2,42.0,2,5,33500.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,5,9,65000.0,0,0,0,0,0,0,0,0,0,0,1
2,70.0,5,7,56000.0,0,0,0,0,0,0,1,0,0,0,0
2,55.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
3,63.0,2,4,46000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,55.0,4,4,35000.0,0,1,0,0,0,0,0,0,0,0,0
3,313.0,5,5,65000.0,1,0,0,0,0,0,0,0,0,0,0
6,213.0,8,9,165000.0,0,0,0,0,0,0,0,0,1,0,0
6,260.0,1,4,259000.0,0,0,0,0,0,0,1,0,0,0,0
2,50.0,4,4,33500.0,0,0,0,0,0,0,0,1,0,0,0
1,42.0,1,4,26499.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,2,3,46500.0,0,1,0,0,0,0,0,0,0,0,0
3,65.0,1,2,48000.0,1,0,0,0,0,0,0,0,0,0,0
3,70.0,4,4,35000.0,0,0,0,0,0,0,0,0,0,0,1
4,100.0,9,9,45000.0,0,0,0,1,0,0,0,0,0,0,0
2,64.7,4,4,36200.0,0,1,0,0,0,0,0,0,0,0,0
4,87.71,2,9,70000.0,0,0,0,0,0,1,0,0,0,0,0
4,98.0,3,4,53000.0,1,0,0,0,0,0,0,0,0,0,0
4,120.0,1,4,132000.0,0,0,0,0,0,0,0,0,1,0,0
3,59.0,6,9,33000.0,0,0,1,0,0,0,0,0,0,0,0
2,64.5,4,6,37410.0,0,0,1,0,0,0,0,0,0,0,0
3,87.0,4,4,55000.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,2,4,38500.0,0,0,0,0,0,1,0,0,0,0,0
1,38.0,1,4,26000.0,0,0,0,0,0,0,0,1,0,0,0
4,200.0,3,4,250000.0,0,0,1,0,0,0,0,0,0,0,0
3,87.0,2,4,70000.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,1,4,33500.0,0,0,0,0,1,0,0,0,0,0,0
3,120.3,10,12,100000.0,1,0,0,0,0,0,0,0,0,0,0
2,55.0,1,3,65000.0,1,0,0,0,0,0,0,0,0,0,0
2,62.0,1,4,66000.0,0,1,0,0,0,0,0,0,0,0,0
4,90.0,5,5,44000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,6,9,77000.0,0,0,0,0,0,0,0,0,0,0,1
3,70.0,2,5,54000.0,0,1,0,0,0,0,0,0,0,0,0
4,187.0,4,5,145000.0,1,0,0,0,0,0,0,0,0,0,0
3,61.0,3,4,38000.0,0,0,0,0,0,0,0,0,0,0,1
2,51.0,1,4,36000.0,0,0,0,0,0,1,0,0,0,0,0
4,93.0,2,4,75000.0,0,1,0,0,0,0,0,0,0,0,0
3,65.0,3,4,58500.0,1,0,0,0,0,0,0,0,0,0,0
4,50.0,1,4,35000.0,0,0,0,0,0,0,0,0,0,0,1
3,60.0,3,4,75000.0,0,0,0,0,0,0,0,1,0,0,0
2,48.0,4,5,28500.0,0,0,0,0,1,0,0,0,0,0,0
2,50.0,4,4,30000.0,0,0,0,0,1,0,0,0,0,0,0
3,88.0,4,4,59990.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,3,4,52500.0,0,0,0,0,1,0,0,0,0,0,0
3,72.0,2,9,62000.0,0,0,0,0,0,1,0,0,0,0,0
3,64.0,1,2,45000.0,0,0,0,0,0,1,0,0,0,0,0
2,58.0,2,9,42200.0,0,0,0,0,1,0,0,0,0,0,0
3,68.0,1,4,45200.0,0,0,0,0,0,1,0,0,0,0,0
3,130.0,3,8,200000.0,0,0,0,0,0,0,0,1,0,0,0
3,72.0,2,9,82000.0,1,0,0,0,0,0,0,0,0,0,0
2,53.0,5,8,43000.0,0,0,0,0,0,0,0,0,1,0,0
3,75.0,5,5,38000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,4,5,72000.0,1,0,0,0,0,0,0,0,0,0,0
2,79.0,13,17,101564.0,0,0,0,0,0,0,0,0,1,0,0
7,216.0,7,8,250000.0,0,0,0,0,0,0,0,0,1,0,0
2,60.0,2,9,60000.0,1,0,0,0,0,0,0,0,0,0,0
4,121.0,6,10,109989.0,1,0,0,0,0,0,0,0,0,0,0
3,54.0,1,1,35500.0,0,1,0,0,0,0,0,0,0,0,0
2,49.3,4,4,39900.0,0,1,0,0,0,0,0,0,0,0,0
3,64.0,3,4,39000.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,4,4,96000.0,0,0,0,0,0,0,0,1,0,0,0
2,42.0,1,4,35000.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,4,4,55000.0,0,0,0,0,0,0,0,0,0,0,1
3,64.0,3,5,52000.0,0,1,0,0,0,0,0,0,0,0,0
2,48.0,2,4,34500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,2,4,31000.0,0,0,0,0,0,0,0,1,0,0,0
2,65.0,2,4,68000.0,0,0,0,0,0,0,0,0,0,0,1
3,115.0,4,4,87000.0,0,1,0,0,0,0,0,0,0,0,0
2,75.0,1,8,60000.0,0,0,0,0,0,1,0,0,0,0,0
4,80.0,1,4,53000.0,0,0,1,0,0,0,0,0,0,0,0
2,52.0,3,4,35500.0,0,1,0,0,0,0,0,0,0,0,0
4,100.0,2,9,72000.0,0,0,0,0,0,0,1,0,0,0,0
2,74.0,4,9,41000.0,0,0,1,0,0,0,0,0,0,0,0
5,150.0,2,2,138000.0,0,0,0,0,0,0,1,0,0,0,0
2,50.0,1,4,30000.0,0,1,0,0,0,0,0,0,0,0,0
3,94.0,16,23,118000.0,0,1,0,0,0,0,0,0,0,0,0
3,83.0,6,16,83000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,3,9,70000.0,1,0,0,0,0,0,0,0,0,0,0
3,75.0,2,9,74000.0,1,0,0,0,0,0,0,0,0,0,0
2,65.0,8,9,52000.0,1,0,0,0,0,0,0,0,0,0,0
3,75.0,5,9,52000.0,0,0,0,0,0,0,1,0,0,0,0
3,110.0,2,8,169000.0,1,0,0,0,0,0,0,0,0,0,0
2,52.0,4,5,36500.0,0,1,0,0,0,0,0,0,0,0,0
3,83.0,4,9,55000.0,0,0,1,0,0,0,0,0,0,0,0
1,34.0,2,4,28500.0,0,0,0,0,1,0,0,0,0,0,0
4,85.0,3,4,55000.0,1,0,0,0,0,0,0,0,0,0,0
3,78.0,4,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
2,52.0,4,5,33500.0,0,0,0,0,1,0,0,0,0,0,0
2,60.0,6,9,34000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,5,9,46500.0,0,0,0,0,0,0,0,0,0,0,1
1,35.0,4,4,27000.0,0,1,0,0,0,0,0,0,0,0,0
1,30.0,2,4,27000.0,0,0,0,0,0,1,0,0,0,0,0
3,110.0,7,9,130000.0,1,0,0,0,0,0,0,0,0,0,0
1,35.0,16,16,17700.0,0,0,0,0,0,0,0,0,1,0,0
2,42.0,4,5,28500.0,0,0,0,0,1,0,0,0,0,0,0
3,107.0,2,7,105000.0,0,0,1,0,0,0,0,0,0,0,0
4,100.0,9,9,50000.0,0,0,0,0,0,0,0,0,1,0,0
3,87.0,3,9,84000.0,1,0,0,0,0,0,0,0,0,0,0
3,107.0,3,7,102000.0,0,0,1,0,0,0,0,0,0,0,0
3,85.0,4,7,170000.0,0,0,0,0,0,0,1,0,0,0,0
2,40.0,2,5,33500.0,0,1,0,0,0,0,0,0,0,0,0
4,78.0,1,4,52000.0,0,0,0,0,0,0,0,1,0,0,0
2,55.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,4,4,33000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,3,4,47000.0,0,0,0,0,0,0,0,1,0,0,0
2,58.0,4,4,34996.0,0,1,0,0,0,0,0,0,0,0,0
1,43.0,5,16,37000.0,0,0,0,0,0,0,0,0,1,0,0
3,62.0,7,9,45000.0,0,0,0,0,0,0,0,0,1,0,0
3,63.0,7,9,45000.0,0,0,0,0,0,0,0,0,1,0,0
2,60.0,3,5,39000.0,0,0,0,0,0,0,0,1,0,0,0
2,58.0,2,4,41500.0,0,0,0,0,0,0,0,1,0,0,0
2,58.0,5,9,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,58.0,5,9,42000.0,0,0,0,0,0,0,0,1,0,0,0
1,42.0,1,4,26500.0,0,1,0,0,0,0,0,0,0,0,0
2,65.0,5,9,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,55.0,1,9,42000.0,0,0,0,0,0,0,0,1,0,0,0
4,110.0,4,9,96000.0,0,0,0,0,0,0,0,1,0,0,0
3,62.0,4,4,33000.0,1,0,0,0,0,0,0,0,0,0,0
1,45.0,5,9,25600.0,0,0,0,0,1,0,0,0,0,0,0
2,47.3,7,9,52000.0,0,0,0,0,0,0,0,0,1,0,0
2,63.0,1,4,40000.0,0,0,0,0,0,0,0,1,0,0,0
2,64.0,4,9,52000.0,0,0,0,0,0,0,0,0,0,0,1
1,50.0,9,9,23000.0,0,0,0,0,0,0,1,0,0,0,0
2,60.0,2,4,38000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,1,4,47500.0,0,0,0,0,0,1,0,0,0,0,0
4,139.0,5,9,295000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,1,9,49000.0,0,1,0,0,0,0,0,0,0,0,0
3,100.0,4,4,87000.0,1,0,0,0,0,0,0,0,0,0,0
4,120.0,1,4,132000.0,0,0,0,0,0,0,0,0,1,0,0
2,65.0,3,4,56500.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,3,4,63000.0,0,0,0,0,0,0,0,1,0,0,0
2,55.0,4,4,52500.0,0,1,0,0,0,0,0,0,0,0,0
3,73.0,1,9,75000.0,0,0,0,0,0,0,1,0,0,0,0
5,157.0,1,4,150000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,2,6,77000.0,1,0,0,0,0,0,0,0,0,0,0
3,94.0,16,22,118000.0,0,1,0,0,0,0,0,0,0,0,0
1,36.0,4,4,21000.0,0,1,0,0,0,0,0,0,0,0,0
2,62.0,9,9,28000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,3,4,43000.0,0,0,0,0,0,0,0,1,0,0,0
4,86.0,4,5,40000.0,0,0,1,0,0,0,0,0,0,0,0
1,32.0,1,1,16500.0,0,0,0,1,0,0,0,0,0,0,0
3,70.0,2,5,36000.0,0,0,1,0,0,0,0,0,0,0,0
1,43.0,1,4,45000.0,0,0,0,0,0,0,0,1,0,0,0
1,43.0,3,4,39000.0,0,0,0,0,0,0,0,1,0,0,0
2,47.2,3,4,30000.0,0,0,0,0,0,0,0,0,0,0,1
5,140.0,8,9,85000.0,0,0,0,0,0,0,0,1,0,0,0
2,63.0,2,7,26500.0,0,0,0,0,0,0,0,0,0,1,0
3,85.0,4,12,53000.0,0,0,0,0,0,0,1,0,0,0,0
3,98.0,8,9,60000.0,0,0,0,0,0,1,0,0,0,0,0
1,35.0,4,4,48000.0,1,0,0,0,0,0,0,0,0,0,0
3,80.0,1,5,50000.0,0,0,0,0,0,0,0,1,0,0,0
7,230.0,2,5,230000.0,0,0,0,0,0,0,1,0,0,0,0
2,65.0,2,9,60000.0,1,0,0,0,0,0,0,0,0,0,0
2,70.0,2,7,56000.0,0,0,0,0,0,1,0,0,0,0,0
3,77.0,1,4,48000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,5,34500.0,0,0,0,0,0,1,0,0,0,0,0
2,48.0,3,4,31000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,5,35500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,4,5,37500.0,0,0,0,0,0,1,0,0,0,0,0
2,54.0,3,5,36500.0,0,0,0,0,0,1,0,0,0,0,0
1,42.0,4,9,28500.0,0,0,0,0,0,1,0,0,0,0,0
1,36.0,3,5,27500.0,0,0,0,0,0,1,0,0,0,0,0
3,58.0,2,9,37751.0,0,0,1,0,0,0,0,0,0,0,0
3,117.0,2,5,132000.0,0,1,0,0,0,0,0,0,0,0,0
6,170.0,8,9,130000.0,1,0,0,0,0,0,0,0,0,0,0
3,103.0,1,4,170000.0,0,1,0,0,0,0,0,0,0,0,0
2,45.0,1,4,39500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,2,6,77000.0,1,0,0,0,0,0,0,0,0,0,0
4,120.0,1,4,132000.0,1,0,0,0,0,0,0,0,0,0,0
2,65.0,2,4,56500.0,0,0,0,0,0,0,1,0,0,0,0
2,55.0,4,4,37000.0,0,0,0,0,0,0,0,0,1,0,0
3,85.0,5,9,74000.0,1,0,0,0,0,0,0,0,0,0,0
4,115.0,5,5,115000.0,1,0,0,0,0,0,0,0,0,0,0
2,51.0,2,4,48000.0,0,0,0,0,0,0,0,0,1,0,0
3,73.0,3,5,60000.0,0,0,0,0,0,0,0,1,0,0,0
2,56.0,3,5,32000.0,0,0,0,0,1,0,0,0,0,0,0
1,43.0,5,16,37000.0,0,0,0,0,0,0,0,0,1,0,0
2,46.0,3,4,25000.0,0,0,0,0,0,1,0,0,0,0,0
1,26.4,1,4,18500.0,0,0,0,0,1,0,0,0,0,0,0
2,65.0,3,4,56500.0,0,0,0,0,0,0,1,0,0,0,0
1,40.0,1,5,25200.0,0,0,0,0,1,0,0,0,0,0,0
3,70.0,2,4,55000.0,0,0,0,0,0,0,1,0,0,0,0
4,92.0,4,5,54600.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,1,9,78000.0,0,0,0,0,0,0,1,0,0,0,0
2,49.0,6,7,46500.0,0,0,0,1,0,0,0,0,0,0,0
3,73.0,7,8,47500.0,0,1,0,0,0,0,0,0,0,0,0
3,67.0,2,4,52500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,2,6,77000.0,1,0,0,0,0,0,0,0,0,0,0
3,71.0,3,7,52000.0,0,0,0,1,0,0,0,0,0,0,0
3,75.0,5,5,39000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,2,4,67000.0,0,0,0,0,0,0,1,0,0,0,0
2,65.0,3,4,56000.0,0,0,0,0,0,0,1,0,0,0,0
1,50.0,7,9,36998.0,0,0,0,0,0,0,0,1,0,0,0
1,43.0,4,4,27000.0,0,0,1,0,0,0,0,0,0,0,0
2,60.0,2,9,52000.0,0,0,0,0,0,0,0,1,0,0,0
2,68.0,8,8,90000.0,1,0,0,0,0,0,0,0,0,0,0
4,85.0,3,5,78000.0,0,0,1,0,0,0,0,0,0,0,0
2,55.0,1,3,43500.0,0,0,0,0,0,0,0,1,0,0,0
2,57.0,5,5,36000.0,0,0,0,0,1,0,0,0,0,0,0
4,120.0,1,5,134500.0,1,0,0,0,0,0,0,0,0,0,0
2,70.0,7,8,65000.0,1,0,0,0,0,0,0,0,0,0,0
2,58.0,2,4,45000.0,0,0,0,0,0,0,0,1,0,0,0
3,108.0,5,10,103000.0,1,0,0,0,0,0,0,0,0,0,0
4,90.0,3,4,88000.0,0,0,0,0,0,0,0,0,1,0,0
4,100.0,9,9,62500.0,0,0,1,0,0,0,0,0,0,0,0
1,40.0,1,5,25150.0,0,0,0,0,1,0,0,0,0,0,0
3,75.0,1,9,73000.0,0,0,1,0,0,0,0,0,0,0,0
3,71.0,3,8,53000.0,0,1,0,0,0,0,0,0,0,0,0
2,78.0,1,4,26500.0,0,1,0,0,0,0,0,0,0,0,0
5,169.0,5,9,93000.0,0,0,0,0,0,1,0,0,0,0,0
2,62.0,3,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
2,46.0,4,4,30000.0,0,0,1,0,0,0,0,0,0,0,0
2,70.0,9,12,42000.0,0,0,0,0,0,1,0,0,0,0,0
3,152.0,4,8,285000.0,0,1,0,0,0,0,0,0,0,0,0
