rooms,size,level,max_levels,price,district_Мирабадский,district_Мирзо-Улугбекский,district_Олмазорский,district_Сергелийский,district_Учтепинский,district_Чиланзарский,district_Шайхантахурский,district_Юнусабадский,district_Яккасарайский,district_Янгихаётский,district_Яшнободский
3,75.0,10,16,70000.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,6,6,81999.0,0,0,0,0,0,0,0,0,1,0,0
2,59.0,2,7,22534.0,0,0,0,0,0,0,0,0,0,0,1
2,55.0,1,9,43000.0,0,0,0,0,0,0,0,1,0,0,0
2,59.0,5,5,37000.0,0,0,0,0,0,0,0,1,0,0,0
2,44.0,4,4,29500.0,0,0,0,0,0,1,0,0,0,0,0
2,30.0,3,3,38500.0,0,0,0,0,0,0,1,0,0,0,0
2,56.0,2,5,38000.0,0,0,0,0,0,0,0,0,1,0,0
3,60.0,4,4,40000.0,0,0,0,0,1,0,0,0,0,0,0
2,70.0,3,4,83000.0,1,0,0,0,0,0,0,0,0,0,0
2,64.0,4,5,34500.0,0,1,0,0,0,0,0,0,0,0,0
3,100.0,1,12,57000.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,2,4,50000.0,0,0,0,0,0,1,0,0,0,0,0
4,115.0,3,9,64000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,4,4,34000.0,0,1,0,0,0,0,0,0,0,0,0
5,100.0,4,4,48000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,2,4,32500.0,0,1,0,0,0,0,0,0,0,0,0
3,105.0,7,9,125000.0,1,0,0,0,0,0,0,0,0,0,0
2,70.0,4,7,87000.0,0,1,0,0,0,0,0,0,0,0,0
5,137.0,3,7,105000.0,0,1,0,0,0,0,0,0,0,0,0
1,36.0,4,9,26000.0,0,0,0,0,0,0,0,0,0,0,1
2,52.0,1,3,55000.0,0,0,0,0,0,0,0,0,1,0,0
2,47.14,4,4,28000.0,0,0,0,0,0,0,0,0,0,1,0
3,65.0,1,5,45000.0,0,0,0,0,0,1,0,0,0,0,0
4,130.0,6,9,115000.0,0,1,0,0,0,0,0,0,0,0,0
4,110.0,4,6,125000.0,0,1,0,0,0,0,0,0,0,0,0
2,61.0,2,9,53000.0,0,0,0,0,0,0,0,0,1,0,0
2,40.0,1,1,23500.0,1,0,0,0,0,0,0,0,0,0,0
3,75.0,7,9,62000.0,0,0,0,0,0,0,0,0,1,0,0
2,54.0,4,4,37500.0,0,0,0,0,0,1,0,0,0,0,0
2,64.0,3,4,54962.0,0,0,0,0,0,0,0,1,0,0,0
1,30.0,3,4,31000.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,4,4,46500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,1,4,38000.0,0,0,0,0,0,0,0,1,0,0,0
2,44.0,6,9,60000.0,1,0,0,0,0,0,0,0,0,0,0
1,35.0,2,2,20600.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,4,5,68500.0,0,0,0,0,0,0,0,0,1,0,0
1,46.0,1,5,33000.0,0,1,0,0,0,0,0,0,0,0,0
3,71.0,4,4,40200.0,0,1,0,0,0,0,0,0,0,0,0
1,50.0,5,5,21500.0,0,0,0,0,0,1,0,0,0,0,0
1,43.0,6,16,34000.0,0,0,0,0,0,0,0,0,1,0,0
2,60.0,9,9,32000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,1,4,31999.0,0,0,0,0,0,0,0,1,0,0,0
2,57.0,4,4,32000.0,0,0,0,0,0,0,0,1,0,0,0
3,75.0,4,9,80000.0,0,0,0,0,0,0,0,1,0,0,0
2,62.0,4,4,33000.0,0,0,0,0,0,0,0,1,0,0,0
2,43.0,6,16,34000.0,0,0,0,0,0,0,0,0,1,0,0
4,160.0,4,9,46500.0,0,0,0,0,0,0,0,0,1,0,0
2,48.0,1,4,34000.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,1,9,68000.0,0,0,0,0,0,0,0,1,0,0,0
2,54.0,2,4,33000.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,4,4,33500.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,2,4,33500.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,2,9,36000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,1,9,41500.0,0,0,0,0,0,1,0,0,0,0,0
2,68.0,1,4,41000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,1,5,34500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,4,4,32500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,4,5,38000.0,0,0,0,0,0,1,0,0,0,0,0
4,122.0,8,9,134000.0,0,0,0,0,0,0,0,1,0,0,0
3,88.0,5,5,45500.0,0,0,0,0,0,0,0,0,1,0,0
4,118.0,8,12,102711.0,0,0,0,0,0,0,0,0,1,0,0
2,55.0,1,3,42500.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,4,4,34000.0,0,0,0,0,0,0,0,1,0,0,0
2,47.0,4,4,47500.0,0,0,0,0,0,0,0,0,1,0,0
2,78.0,1,9,34000.0,0,0,0,0,0,0,0,1,0,0,0
2,62.0,8,9,42000.0,0,0,0,0,0,0,0,0,1,0,0
2,50.0,4,4,34000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,4,4,34000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,3,4,34500.0,0,0,0,0,0,0,0,1,0,0,0
2,78.0,1,9,33998.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,4,4,34000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,4,4,34000.0,0,0,0,0,0,0,0,1,0,0,0
3,75.0,5,9,64700.0,0,0,0,0,0,0,0,0,0,0,1
4,82.0,1,4,85500.0,0,0,0,0,0,0,0,1,0,0,0
3,105.0,5,6,46500.0,0,1,0,0,0,0,0,0,0,0,0
1,36.0,1,5,25500.0,0,0,0,0,0,1,0,0,0,0,0
1,36.0,2,5,28500.0,0,0,0,0,0,1,0,0,0,0,0
1,42.0,4,4,28000.0,0,0,0,0,0,1,0,0,0,0,0
1,46.0,2,5,31500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,1,5,36000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,5,9,55000.0,0,0,0,0,0,0,0,0,1,0,0
3,75.0,9,9,60000.0,0,0,0,0,0,1,0,0,0,0,0
2,64.0,5,9,37000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,4,9,47000.0,0,0,0,0,0,0,0,0,1,0,0
4,90.0,4,4,53000.0,0,0,0,0,0,0,0,1,0,0,0
4,86.0,3,5,50000.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,1,4,46000.0,0,1,0,0,0,0,0,0,0,0,0
5,105.0,7,9,85000.0,0,0,0,0,1,0,0,0,0,0,0
1,34.0,2,4,29000.0,0,0,0,0,0,0,0,0,1,0,0
1,28.0,1,4,21500.0,0,1,0,0,0,0,0,0,0,0,0
2,47.0,4,4,35500.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,1,4,39600.0,0,0,0,0,0,1,0,0,0,0,0
3,110.0,2,8,160000.0,0,0,0,0,0,1,0,0,0,0,0
1,40.0,2,9,42000.0,1,0,0,0,0,0,0,0,0,0,0
2,50.0,4,4,40500.0,0,0,0,0,0,1,0,0,0,0,0
3,90.0,6,8,46500.0,0,0,0,0,0,1,0,0,0,0,0
1,29.0,4,4,24500.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,4,4,34000.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,3,4,36999.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,4,5,30000.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,3,5,45000.0,0,0,0,0,0,0,0,1,0,0,0
2,45.0,3,5,26000.0,0,0,0,0,0,1,0,0,0,0,0
4,90.0,3,4,133000.0,0,1,0,0,0,0,0,0,0,0,0
4,86.0,4,5,60000.0,0,1,0,0,0,0,0,0,0,0,0
2,40.0,4,4,34000.0,0,1,0,0,0,0,0,0,0,0,0
1,35.0,2,4,20000.0,0,0,0,0,0,1,0,0,0,0,0
5,100.0,1,4,71000.0,0,0,1,0,0,0,0,0,0,0,0
2,78.0,4,8,100000.0,0,0,0,0,0,0,0,0,1,0,0
1,20.0,2,4,14500.0,0,0,0,0,0,0,0,0,1,0,0
2,40.0,3,4,27500.0,0,0,1,0,0,0,0,0,0,0,0
3,75.0,2,4,55000.0,0,0,0,0,0,0,1,0,0,0,0
3,90.0,7,9,92000.0,1,0,0,0,0,0,0,0,0,0,0
2,137.0,2,6,125000.0,0,1,0,0,0,0,0,0,0,0,0
4,152.0,4,9,140000.0,1,0,0,0,0,0,0,0,0,0,0
3,90.0,3,5,105000.0,1,0,0,0,0,0,0,0,0,0,0
2,55.0,3,4,41000.0,0,0,0,0,0,0,0,0,1,0,0
3,90.0,2,9,51000.0,0,1,0,0,0,0,0,0,0,0,0
2,48.0,3,4,43000.0,0,0,0,0,0,1,0,0,0,0,0
3,78.0,5,5,39000.0,0,1,0,0,0,0,0,0,0,0,0
1,38.0,2,5,25600.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,3,5,68000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,1,4,30000.0,0,1,0,0,0,0,0,0,0,0,0
2,55.0,4,4,39000.0,0,0,0,0,0,1,0,0,0,0,0
4,90.0,5,9,50000.0,0,0,0,0,0,1,0,0,0,0,0
1,37.0,1,4,25500.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,3,4,120000.0,0,1,0,0,0,0,0,0,0,0,0
4,105.0,7,9,95000.0,0,0,0,0,0,1,0,0,0,0,0
1,45.0,5,9,27000.0,0,0,0,0,1,0,0,0,0,0,0
2,42.0,1,4,36800.0,0,0,0,0,0,1,0,0,0,0,0
2,40.0,1,3,26000.0,0,1,0,0,0,0,0,0,0,0,0
1,29.0,2,4,24200.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,5,5,45000.0,0,0,0,0,1,0,0,0,0,0,0
2,40.0,5,5,31500.0,0,1,0,0,0,0,0,0,0,0,0
3,78.0,4,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,4,5,32000.0,0,0,0,0,0,1,0,0,0,0,0
3,74.0,5,9,74000.0,0,0,0,0,0,1,0,0,0,0,0
2,55.0,3,4,26000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,6,9,34000.0,0,1,0,0,0,0,0,0,0,0,0
1,33.0,2,4,22000.0,0,0,0,0,0,0,0,0,1,0,0
2,60.0,1,5,46000.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,2,9,42000.0,0,1,0,0,0,0,0,0,0,0,0
3,68.0,2,4,61000.0,0,0,0,0,0,1,0,0,0,0,0
2,48.0,4,4,46500.0,0,0,0,0,0,0,0,0,0,0,1
3,67.0,2,4,47000.0,0,0,0,0,0,1,0,0,0,0,0
2,77.0,4,4,65000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,2,4,30000.0,0,0,1,0,0,0,0,0,0,0,0
2,57.0,3,7,35000.0,0,0,0,0,0,0,0,0,0,1,0
3,70.0,4,4,44998.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,7,9,35000.0,0,0,0,0,0,0,0,1,0,0,0
2,57.0,4,9,36000.0,0,0,0,0,0,0,0,1,0,0,0
2,57.0,4,9,35999.0,0,0,0,0,0,0,0,1,0,0,0
2,58.0,2,5,36500.0,0,0,0,0,0,0,0,1,0,0,0
2,68.0,9,9,36500.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,5,5,47000.0,0,1,0,0,0,0,0,0,0,0,0
3,97.0,9,9,55290.0,0,1,0,0,0,0,0,0,0,0,0
2,67.0,9,9,38190.0,0,1,0,0,0,0,0,0,0,0,0
3,117.0,7,11,46500.0,0,0,0,0,0,0,0,0,0,0,1
2,80.0,10,10,46500.0,0,0,0,0,0,0,0,0,0,0,1
1,47.0,5,11,46500.0,0,0,0,0,0,0,0,0,0,0,1
2,56.0,3,5,32000.0,0,1,0,0,0,0,0,0,0,0,0
2,42.0,4,5,28500.0,0,0,0,0,1,0,0,0,0,0,0
2,60.0,8,9,40000.0,0,1,0,0,0,0,0,0,0,0,0
2,86.0,6,8,75000.0,0,0,0,0,0,0,0,0,1,0,0
1,30.0,2,4,20200.0,0,0,0,0,0,1,0,0,0,0,0
2,51.0,2,4,23200.0,0,0,0,0,0,1,0,0,0,0,0
3,90.0,4,9,105000.0,0,0,0,0,0,0,1,0,0,0,0
1,30.0,2,4,20200.0,0,0,0,0,1,0,0,0,0,0,0
2,51.0,3,5,24200.0,0,0,0,0,0,1,0,0,0,0,0
3,64.0,2,5,35200.0,0,0,0,0,0,1,0,0,0,0,0
2,51.0,2,4,25200.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,2,4,22200.0,0,0,0,0,0,1,0,0,0,0,0
2,51.0,3,4,26200.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,4,36500.0,0,0,0,0,0,0,0,1,0,0,0
2,66.0,1,5,28000.0,0,0,0,0,0,0,0,0,0,0,1
2,56.0,4,4,37000.0,0,0,0,0,0,0,0,1,0,0,0
2,57.0,3,9,37000.0,0,0,0,0,0,0,0,1,0,0,0
1,40.0,5,8,13700.0,0,0,0,0,0,0,0,0,0,0,1
2,71.0,4,5,38000.0,0,0,0,0,0,0,0,1,0,0,0
2,58.0,3,5,38000.0,0,0,0,0,0,0,0,1,0,0,0
4,125.0,1,3,80000.0,0,0,1,0,0,0,0,0,0,0,0
2,40.0,1,1,22500.0,1,0,0,0,0,0,0,0,0,0,0
2,60.0,4,4,45500.0,0,0,0,0,0,0,0,0,1,0,0
4,92.0,4,5,52000.0,0,1,0,0,0,0,0,0,0,0,0
2,54.0,1,4,38500.0,0,0,0,0,0,0,0,1,0,0,0
4,91.0,3,5,50000.0,0,1,0,0,0,0,0,0,0,0,0
1,21.0,3,4,14700.0,0,0,0,0,0,0,0,0,0,0,1
3,72.0,1,9,44300.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,3,4,38999.0,0,0,0,0,0,0,0,1,0,0,0
3,104.0,3,9,60000.0,0,0,0,0,0,0,1,0,0,0,0
2,65.0,6,9,53000.0,0,0,0,0,0,0,0,0,0,0,1
2,65.0,5,5,64999.0,0,0,0,0,0,0,0,0,0,0,1
2,62.0,5,5,36500.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
4,86.0,5,5,55000.0,0,0,1,0,0,0,0,0,0,0,0
2,50.0,4,4,33500.0,0,0,0,0,0,0,0,1,0,0,0
2,56.0,2,4,37000.0,0,1,0,0,0,0,0,0,0,0,0
4,180.0,8,8,235000.0,0,0,0,0,0,0,0,0,1,0,0
2,60.0,2,5,38200.0,0,1,0,0,0,0,0,0,0,0,0
3,84.0,2,5,46000.0,0,0,0,0,0,1,0,0,0,0,0
2,62.0,4,4,38500.0,0,1,0,0,0,0,0,0,0,0,0
2,56.0,4,5,39000.0,0,0,0,0,0,0,0,1,0,0,0
4,96.0,9,9,34500.0,0,0,0,0,0,0,0,0,0,1,0
2,63.0,2,5,39999.0,0,0,0,0,0,0,0,1,0,0,0
5,109.0,7,9,65000.0,0,0,0,0,1,0,0,0,0,0,0
3,100.0,2,5,128000.0,0,1,0,0,0,0,0,0,0,0,0
2,49.0,1,4,40000.0,0,0,0,0,0,0,0,1,0,0,0
2,47.0,4,4,30500.0,0,0,0,0,1,0,0,0,0,0,0
3,90.0,6,9,87000.0,1,0,0,0,0,0,0,0,0,0,0
4,95.0,4,4,79500.0,0,0,0,0,0,0,0,0,1,0,0
4,100.0,7,9,65000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,1,4,41000.0,0,0,0,0,0,0,0,1,0,0,0
3,80.0,3,5,60000.0,0,0,0,0,1,0,0,0,0,0,0
3,82.0,4,4,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,52.0,5,5,30000.0,0,0,0,0,1,0,0,0,0,0,0
2,55.0,2,4,65000.0,0,0,0,0,0,0,0,0,1,0,0
4,80.0,5,5,62000.0,0,0,0,0,1,0,0,0,0,0,0
3,57.0,1,4,44000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,6,8,38999.0,0,0,0,0,0,1,0,0,0,0,0
2,59.0,9,9,27000.0,0,0,0,0,1,0,0,0,0,0,0
4,160.0,4,9,46500.0,0,0,0,0,0,0,0,0,1,0,0
2,60.0,1,6,30000.0,0,0,0,0,0,0,0,0,0,0,1
5,140.0,3,8,98000.0,0,1,0,0,0,0,0,0,0,0,0
4,164.0,3,7,120000.0,1,0,0,0,0,0,0,0,0,0,0
5,135.0,1,9,82000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,8,9,49000.0,0,0,0,0,0,0,1,0,0,0,0
3,70.0,4,5,45000.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,5,5,41000.0,0,0,0,0,0,1,0,0,0,0,0
2,52.0,2,4,50000.0,1,0,0,0,0,0,0,0,0,0,0
2,50.0,4,4,28700.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,6,9,54000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,6,6,34000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,3,4,41500.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,3,4,41500.0,0,0,0,0,0,0,0,1,0,0,0
3,73.0,4,12,60000.0,0,0,0,0,0,1,0,0,0,0,0
2,65.0,4,9,80000.0,1,0,0,0,0,0,0,0,0,0,0
3,110.0,5,8,335000.0,0,0,0,0,0,0,0,1,0,0,0
3,80.0,2,10,124999.0,0,0,0,0,0,0,0,0,1,0,0
3,120.0,2,7,164500.0,1,0,0,0,0,0,0,0,0,0,0
3,75.0,4,9,62000.0,0,0,1,0,0,0,0,0,0,0,0
2,60.0,4,4,34000.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,5,9,43000.0,0,0,0,0,0,1,0,0,0,0,0
2,62.0,6,9,35500.0,0,1,0,0,0,0,0,0,0,0,0
3,91.0,3,5,51000.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,4,4,43000.0,0,0,0,0,0,1,0,0,0,0,0
3,95.0,5,5,50000.0,0,1,0,0,0,0,0,0,0,0,0
2,43.0,4,4,28500.0,0,1,0,0,0,0,0,0,0,0,0
5,100.0,4,4,48000.0,0,1,0,0,0,0,0,0,0,0,0
3,90.0,1,9,65000.0,0,0,0,0,0,1,0,0,0,0,0
2,45.0,1,4,36000.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,5,9,43500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,8,9,38000.0,0,1,0,0,0,0,0,0,0,0,0
3,71.0,2,4,45000.0,0,0,0,0,1,0,0,0,0,0,0
3,80.0,4,5,56000.0,0,0,0,0,0,0,0,0,1,0,0
2,64.0,3,4,37500.0,0,0,0,0,0,1,0,0,0,0,0
2,43.0,1,4,30500.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,4,4,33500.0,0,0,0,0,0,0,0,1,0,0,0
2,44.0,3,4,31000.0,0,1,0,0,0,0,0,0,0,0,0
3,78.0,2,9,63000.0,0,0,0,0,0,1,0,0,0,0,0
2,55.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
1,39.0,2,5,26000.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,3,4,46000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,63.0,1,5,41500.0,0,0,0,0,0,0,0,0,1,0,0
2,42.0,2,5,33500.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,6,9,28000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,2,5,30500.0,0,0,0,0,0,0,0,1,0,0,0
3,39.11,2,2,31000.0,0,0,0,0,0,0,0,0,0,0,1
4,96.0,3,9,56000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,2,6,80000.0,1,0,0,0,0,0,0,0,0,0,0
3,94.0,4,4,46000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,4,44200.0,0,0,0,0,0,1,0,0,0,0,0
2,52.0,3,4,41500.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,1,4,80000.0,0,0,1,0,0,0,0,0,0,0,0
4,80.0,5,5,47000.0,0,1,0,0,0,0,0,0,0,0,0
4,95.0,5,5,46000.0,0,1,0,0,0,0,0,0,0,0,0
3,65.0,3,4,47000.0,0,0,0,0,0,1,0,0,0,0,0
4,105.0,4,9,90000.0,0,0,0,0,0,1,0,0,0,0,0
5,157.0,7,9,140000.0,0,0,0,0,0,1,0,0,0,0,0
3,90.0,2,5,44000.0,0,1,0,0,0,0,0,0,0,0,0
4,100.0,1,4,75000.0,0,0,0,0,1,0,0,0,0,0,0
3,80.0,9,9,35000.0,0,0,0,0,0,1,0,0,0,0,0
4,112.0,4,5,146500.0,0,0,0,0,0,0,0,0,1,0,0
4,165.0,2,4,210000.0,1,0,0,0,0,0,0,0,0,0,0
2,64.0,4,9,40000.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,10,12,40000.0,0,0,0,0,1,0,0,0,0,0,0
2,56.0,4,4,31000.0,0,0,0,0,1,0,0,0,0,0,0
3,93.22,5,8,98000.0,0,0,0,0,0,0,0,0,1,0,0
4,100.0,7,9,54000.0,0,0,0,0,1,0,0,0,0,0,0
2,47.0,4,4,29996.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,3,5,31000.0,0,1,0,0,0,0,0,0,0,0,0
2,47.0,7,9,27000.0,0,0,0,0,0,0,1,0,0,0,0
4,98.0,1,9,85000.0,0,0,0,0,1,0,0,0,0,0,0
4,90.0,9,9,62000.0,0,0,0,0,0,0,0,1,0,0,0
1,33.0,1,4,26800.0,0,0,0,0,0,1,0,0,0,0,0
1,33.0,3,4,24700.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,1,4,37500.0,0,0,0,0,0,1,0,0,0,0,0
2,40.0,4,5,28000.0,0,0,0,0,1,0,0,0,0,0,0
1,41.0,4,6,23542.0,0,0,0,0,0,0,1,0,0,0,0
2,59.0,3,5,43000.0,0,1,0,0,0,0,0,0,0,0,0
2,42.0,4,5,28500.0,0,0,0,0,1,0,0,0,0,0,0
3,70.0,3,5,59000.0,0,0,0,0,1,0,0,0,0,0,0
2,60.0,6,9,34000.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,5,9,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,62.0,1,4,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,4,4,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,5,9,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,54.0,2,4,42000.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,2,4,43000.0,0,0,0,0,0,0,0,1,0,0,0
2,62.0,4,9,44000.0,0,0,0,0,0,0,0,1,0,0,0
3,105.0,3,6,126000.0,0,1,0,0,0,0,0,0,0,0,0
2,62.0,7,9,44000.0,0,0,0,0,0,0,0,1,0,0,0
3,86.0,5,6,103000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,3,5,44000.0,0,0,0,0,0,0,0,1,0,0,0
4,109.0,5,9,55000.0,0,0,0,0,1,0,0,0,0,0,0
3,78.0,4,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
3,90.0,5,9,85000.0,0,0,0,0,1,0,0,0,0,0,0
3,75.0,8,9,56000.0,0,1,0,0,0,0,0,0,0,0,0
5,140.0,5,9,102000.0,0,0,0,0,0,0,0,1,0,0,0
4,96.0,7,9,86000.0,1,0,0,0,0,0,0,0,0,0,0
4,106.0,6,9,41000.0,0,0,0,1,0,0,0,0,0,0,0
4,110.0,7,16,82500.0,0,1,0,0,0,0,0,0,0,0,0
1,30.0,2,4,21000.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,1,4,56000.0,0,0,0,0,0,0,1,0,0,0,0
3,80.0,2,5,45000.0,0,0,0,1,0,0,0,0,0,0,0
2,50.0,1,4,30000.0,0,1,0,0,0,0,0,0,0,0,0
3,80.0,5,5,39000.0,0,1,0,0,0,0,0,0,0,0,0
4,80.0,3,5,52500.0,0,0,0,0,1,0,0,0,0,0,0
3,90.0,2,9,51000.0,0,1,0,0,0,0,0,0,0,0,0
5,105.0,7,9,78500.0,0,0,0,0,0,1,0,0,0,0,0
4,100.0,3,5,85000.0,0,0,0,0,0,0,0,1,0,0,0
4,100.0,9,9,70000.0,1,0,0,0,0,0,0,0,0,0,0
4,94.0,5,5,65000.0,0,0,0,0,0,0,1,0,0,0,0
2,72.0,5,12,40000.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,5,9,23000.0,0,0,0,0,0,0,0,0,1,0,0
3,73.0,4,9,75000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,10,12,50000.0,0,0,0,0,0,0,1,0,0,0,0
4,96.0,7,9,96000.0,1,0,0,0,0,0,0,0,0,0,0
2,59.0,4,5,38500.0,0,1,0,0,0,0,0,0,0,0,0
1,33.0,3,4,33500.0,0,0,1,0,0,0,0,0,0,0,0
2,60.0,2,9,60000.0,1,0,0,0,0,0,0,0,0,0,0
2,70.0,3,6,85000.0,0,1,0,0,0,0,0,0,0,0,0
2,62.0,2,5,49000.0,0,0,0,0,0,0,0,1,0,0,0
4,214.0,2,8,380000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,4,4,32000.0,0,1,0,0,0,0,0,0,0,0,0
2,83.0,3,5,50000.0,0,0,0,0,0,0,0,1,0,0,0
2,77.0,4,9,52000.0,0,0,0,0,0,0,0,1,0,0,0
2,68.0,6,9,56000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,3,5,30500.0,0,1,0,0,0,0,0,0,0,0,0
3,66.0,3,5,56000.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,1,4,56000.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,5,5,46500.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,1,5,58000.0,0,0,0,0,0,0,0,1,0,0,0
3,62.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,7,8,59500.0,0,0,0,0,0,0,0,1,0,0,0
2,74.0,3,4,63000.0,0,0,0,0,0,0,0,1,0,0,0
3,78.0,4,4,56000.0,0,0,0,0,0,0,0,1,0,0,0
1,28.0,2,2,21000.0,0,0,0,0,0,0,1,0,0,0,0
1,44.0,2,5,59999.0,0,0,0,0,0,0,0,1,0,0,0
3,93.0,4,7,46500.0,0,0,0,0,0,0,0,0,0,0,1
3,70.0,4,5,55000.0,0,0,0,0,1,0,0,0,0,0,0
4,112.0,11,12,85500.0,1,0,0,0,0,0,0,0,0,0,0
3,70.0,4,4,31800.0,0,0,0,0,1,0,0,0,0,0,0
3,70.0,5,5,34600.0,0,0,1,0,0,0,0,0,0,0,0
4,100.0,8,9,160000.0,1,0,0,0,0,0,0,0,0,0,0
4,100.0,1,9,76000.0,0,0,0,1,0,0,0,0,0,0,0
2,56.0,4,4,32500.0,0,0,1,0,0,0,0,0,0,0,0
2,60.0,4,4,29900.0,0,0,0,0,1,0,0,0,0,0,0
3,70.0,3,9,64000.0,0,0,0,0,0,0,0,1,0,0,0
3,112.0,4,5,80000.0,1,0,0,0,0,0,0,0,0,0,0
5,100.0,5,9,80000.0,0,1,0,0,0,0,0,0,0,0,0
5,235.0,6,8,395000.0,1,0,0,0,0,0,0,0,0,0,0
2,58.0,2,4,37000.0,0,0,0,0,0,0,0,0,0,0,1
2,52.0,4,4,32000.0,0,0,0,0,0,1,0,0,0,0,0
